Street,Neighborhood,City,Size,Bedrooms,Bathrooms,Vacancies,Advertisement_Value,Square_Meter_Value,just_street,street,zip_code,latitude,longitude,Point,setor_censo
Rua Félix Della Rosa,Vila Anglo Brasileira,São Paulo,195,3,2,2,1500000.0,,rua félix della rosa,rua félix della rosa,5028060.0,-23.536886,-46.6931532,POINT (-46.6931532 -23.536886),355030860000112.0
,Santo Amaro,São Paulo,755,4,5,4,7300000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Savigni,Vila Bela,São Paulo,111,3,2,2,550000.0,,rua savigni,rua savigni,3203030.0,-23.5998122,-46.5669478,POINT (-46.5669478 -23.5998122),355030893000046.0
Rua Alberto Willo,Vila da Saúde,São Paulo,305,4,4,3,2250000.0,,rua alberto willo,rua alberto willo,4067040.0,-23.6176819,-46.6543307,POINT (-46.6543307 -23.6176819),355030877000125.0
"Rua Itapiru, , 919 ",Saúde,São Paulo,128,2,2,3,960000.0,,rua itapiru,rua itapiru,13320030.0,-23.1982658,-47.2896961,POINT (-47.2896961 -23.1982658),
,Jardim Paulista,São Paulo,1105,6,7,6,14000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Araporé,Jardim Guedala,São Paulo,403,3,6,4,2950000.0,,rua araporé,rua araporé,5608000.0,-23.5819825,-46.7049998,POINT (-46.7049998 -23.5819825),355030854000123.0
Rua Professor Rocca Dordal,Vila Pompéia,São Paulo,325,2,1,2,2240000.0,,rua professor rocca dordal,rua professor rocca dordal,5026030.0,-23.5340013,-46.692468,POINT (-46.692468 -23.5340013),355030860000214.0
"Rua Ribeiro do Vale, 1163 ",Brooklin,São Paulo,225,3,3,3,1800000.0,,rua ribeiro do vale,rua ribeiro do vale,4568000.0,-23.6123691,-46.6875611,POINT (-46.6875611 -23.6123691),355030835000069.0
,Morumbi,São Paulo,460,3,3,4,2400000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Marquês de Herval, 0 ",Vila da Saúde,São Paulo,95,2,2,1,530000.0,,rua marquês de herval,rua marquês de herval,12281510.0,-23.1019084,-45.7059062,POINT (-45.7059062 -23.1019084),
Rua Mariano Procópio,Vila Monumento,São Paulo,360,3,6,5,1700000.0,,rua mariano procópio,rua mariano procópio,9171420.0,-23.7041084,-46.5130472,POINT (-46.5130472 -23.7041084),
Rua Irmão Justino Luís,Vila Monumento,São Paulo,260,4,2,4,1100000.0,,rua irmão justino luís,rua irmão justino luís,1551060.0,-23.5733365,-46.6129853,POINT (-46.6129853 -23.5733365),355030834000108.0
,Jardim Europa,São Paulo,722,6,8,4,8500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Taboão,São Paulo,83,3,3,2,550000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Avenida Camilo Castelo Branco,Vila Gumercindo,São Paulo,145,2,1,2,905000.0,,avenida camilo castelo branco,avenida camilo castelo branco,4130020.0,-23.6064097,-46.6194151,POINT (-46.6194151 -23.6064097),355030827000092.0
Rua Jácomo Passarelli,Jardim Santa Helena,São Paulo,400,5,8,12,1390000.0,,rua jácomo passarelli,rua jácomo passarelli,4787090.0,-23.6986767,-46.7129345,POINT (-46.7129345 -23.6986767),355030879000055.0
Rua Alto do Bonfim,Conjunto Residencial Jardim Canaã,São Paulo,200,3,3,2,860000.0,,rua alto do bonfim,rua alto do bonfim,4382070.0,-23.6544037,-46.6634563,POINT (-46.6634563 -23.6544037),355030838000371.0
Avenida Ramalho Ortigão,Vila Gumercindo,São Paulo,110,2,1,2,710000.0,,avenida ramalho ortigão,avenida ramalho ortigão,4130010.0,-23.6050259,-46.6218832,POINT (-46.6218832 -23.6050259),355030827000111.0
,Jardim Monte Kemel,São Paulo,125,3,4,2,690000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Caiapônia,Alto da Lapa,São Paulo,180,3,5,2,1675000.0,,rua caiapônia,rua caiapônia,7223310.0,-23.4673005,-46.4758832,POINT (-46.4758832 -23.4673005),
,Morumbi,São Paulo,1100,4,7,8,4900000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Doutor Valentino Sola,Jardim da Glória,São Paulo,214,3,1,4,1800000.0,,rua doutor valentino sola,rua doutor valentino sola,4114010.0,-23.5857945,-46.624855,POINT (-46.624855 -23.5857945),355030890000083.0
Rua Maracaí,Aclimação,São Paulo,400,4,2,4,2500000.0,,rua maracaí,rua maracaí,6390360.0,-23.5364662,-46.8558281,POINT (-46.8558281 -23.5364662),
,Vila ESão Pauloerança,São Paulo,85,3,3,1,385000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Sales Júnior,Alto da Lapa,São Paulo,150,2,1,1,1100000.0,,rua sales júnior,rua sales júnior,5083070.0,-23.5328851,-46.7139994,POINT (-46.7139994 -23.5328851),355030848000051.0
"Rua Dom Henrique, 50 ",Jardim Luzitânia,São Paulo,765,5,7,6,29780000.0,,rua dom henrique,rua dom henrique,12310018.0,-23.2989102,-45.9370703,POINT (-45.9370703 -23.2989102),
Travessa Carrancas,Vila Medeiros,São Paulo,103,3,2,2,352800.0,,travessa carrancas,travessa carrancas,2205140.0,-23.4877823,-46.5898663,POINT (-46.5898663 -23.4877823),355030892000136.0
Rua Pedro Gabriel,Vila Gomes Cardim,São Paulo,56,2,1,2,510000.0,,rua pedro gabriel,rua pedro gabriel,19042440.0,-22.1387629,-51.3725021,POINT (-51.3725021 -22.1387629),
Rua dos Tamanás,Vila Madalena,São Paulo,519,4,4,3,2490000.0,,rua dos tamanás,rua dos tamanás,5444010.0,-23.5587209,-46.6952556,POINT (-46.6952556 -23.5587209),355030862000022.0
Rua Itacuruçá,Vila Santa Catarina,São Paulo,82,1,1,4,410000.0,,rua itacuruçá,rua itacuruçá,17055250.0,-22.3343528,-49.1128593,POINT (-49.1128593 -22.3343528),
,Jardim Leonor,São Paulo,627,4,5,10,3700000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Avenida Itacira,Planalto Paulista,São Paulo,300,4,3,3,2000000.0,,avenida itacira,avenida itacira,11443160.0,-23.975993,-46.2013172,POINT (-46.2013172 -23.975993),
Rua Bastos Pereira,Moema,São Paulo,750,6,6,7,8500000.0,,rua bastos pereira,rua bastos pereira,4507010.0,-23.5881511,-46.6686288,POINT (-46.6686288 -23.5881511),355030832000066.0
,Butantã,São Paulo,277,4,5,3,1650000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua José de Freitas Guimarães,Pacaembu,São Paulo,400,3,3,4,2200000.0,,rua josé de freitas guimarães,rua josé de freitas guimarães,1237010.0,-23.5435473,-46.671005,POINT (-46.671005 -23.5435473),355030860000052.0
,Vila Morumbi,São Paulo,800,5,6,2,2200000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Juréia,Chácara Inglesa,São Paulo,190,3,2,2,691000.0,,rua juréia,rua juréia,6716360.0,-23.6114779,-46.8957769,POINT (-46.8957769 -23.6114779),
Travessa Doutor Adilson Rodrigues,Vila Mariana,São Paulo,120,3,2,1,670000.0,,travessa doutor adilson rodrigues,travessa doutor adilson rodrigues,4128010.0,-23.6033494,-46.6280235,POINT (-46.6280235 -23.6033494),355030877000173.0
Rua Campo Verde,Jardim Europa,São Paulo,142,3,3,2,2200000.0,,rua campo verde,rua campo verde,15810477.0,-21.1073555,-49.0549255,POINT (-49.0549255 -21.1073555),
"Rua Joaquim Lima de Moraes, 53 ",Santo Amaro,São Paulo,215,3,5,2,1500000.0,,rua joaquim lima de moraes,rua joaquim lima de moraes,4710140.0,-23.6262352,-46.6964057,POINT (-46.6964057 -23.6262352),355030871000046.0
,Morumbi,São Paulo,800,4,5,6,4100000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Juvelina Ferreira de Assis,Vila Carrão,São Paulo,130,3,3,2,530000.0,,rua juvelina ferreira de assis,rua juvelina ferreira de assis,3449060.0,-23.5565738,-46.5217928,POINT (-46.5217928 -23.5565738),355030820000106.0
,Bosque da Saúde,São Paulo,165,2,4,2,750000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Campo Belo,São Paulo,320,3,5,2,1729000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Olegário Mariano, 50 ",Jardim Guedala,São Paulo,837,4,9,10,7700000.0,,rua olegário mariano,rua olegário mariano,13469060.0,-22.7433414,-47.3480112,POINT (-47.3480112 -22.7433414),
Alameda dos Auetis,Planalto Paulista,São Paulo,193,3,3,3,1300000.0,,alameda dos auetis,alameda dos auetis,4059050.0,-23.6081659,-46.6471798,POINT (-46.6471798 -23.6081659),355030877000037.0
Rua Manuel Justiniano Quintão,Vila Palmeiras,São Paulo,278,4,4,4,980000.0,,rua manuel justiniano quintão,rua manuel justiniano quintão,2728020.0,-23.4923364,-46.6881279,POINT (-46.6881279 -23.4923364),355030829000017.0
Rua Amaro Cavalheiro,Pinheiros,São Paulo,120,3,2,1,1350000.0,,rua amaro cavalheiro,rua amaro cavalheiro,5425010.0,-23.5681931,-46.6993514,POINT (-46.6993514 -23.5681931),355030862000071.0
Rua Domingos Lopes,Campo Belo,São Paulo,180,3,4,2,1050000.0,,rua domingos lopes,rua domingos lopes,4606050.0,-23.615554,-46.6696432,POINT (-46.6696432 -23.615554),355030815000138.0
Rua Joshey Leão,Sítio da Figueira,São Paulo,135,4,4,2,600000.0,,rua joshey leão,rua joshey leão,19815205.0,-22.6604341,-50.4187813,POINT (-50.4187813 -22.6604341),
Rua Aldo de Azevedo,Vila Madalena,São Paulo,290,5,6,3,5000000.0,,rua aldo de azevedo,rua aldo de azevedo,5453030.0,-23.542917,-46.709165,POINT (-46.709165 -23.542917),355030802000006.0
Rua Rio de São Francisco,Chácara Jaraguá,São Paulo,600,3,4,5,1900000.0,,rua rio de são francisco,rua rio de são francisco,5240000.0,-23.4328179,-46.7642793,POINT (-46.7642793 -23.4328179),355030803000102.0
,Jardim Europa,São Paulo,480,4,5,4,15000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Alameda Olga,Barra Funda,São Paulo,300,1,3,2,1300000.0,,alameda olga,alameda olga,1155040.0,-23.5291325,-46.6629679,POINT (-46.6629679 -23.5291325),355030806000002.0
Rua Ribeiro Lisboa,Fazenda Morumbi,São Paulo,960,5,1,6,3900000.0,,rua ribeiro lisboa,rua ribeiro lisboa,5657020.0,-23.6172433,-46.7146735,POINT (-46.7146735 -23.6172433),355030883000160.0
Rua Sérgio Milliet,Jardim Marajoara,São Paulo,280,3,3,5,1800000.0,,rua sérgio milliet,rua sérgio milliet,13219202.0,-23.1857076,-46.8978057,POINT (-46.8978057 -23.1857076),
Rua Padre Tiago Mattioli,Água Branca,São Paulo,91,2,2,1,720000.0,,rua padre tiago mattioli,rua padre tiago mattioli,5033030.0,-23.521245,-46.6971627,POINT (-46.6971627 -23.521245),355030848000010.0
"Avenida Doutor Cardoso de Melo, 791 ",Vila Olímpia,São Paulo,115,2,2,1,1880000.0,,avenida doutor cardoso de melo,avenida doutor cardoso de melo,4548000.0,-23.6023931,-46.6762598,POINT (-46.6762598 -23.6023931),355030835000014.0
"Rua Acutiranha, 169 ",Jardim Panorama,São Paulo,510,4,4,4,3950000.0,,rua acutiranha,rua acutiranha,5679000.0,-23.6010437,-46.7030776,POINT (-46.7030776 -23.6010437),355030854000127.0
Rua Antônio Lourenço,Água Fria,São Paulo,242,4,5,2,1300000.0,,rua antônio lourenço,rua antônio lourenço,13046150.0,-22.9325188,-47.0236232,POINT (-47.0236232 -22.9325188),
Rua Apinajés,Perdizes,São Paulo,145,2,3,1,1330000.0,,rua apinajés,rua apinajés,11703770.0,-24.0088727,-46.4125034,POINT (-46.4125034 -24.0088727),
,Alto da Boa Vista,São Paulo,595,4,5,4,3000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Antônio Augusto Covello,Vila Monumento,São Paulo,200,3,3,2,1300000.0,,rua antônio augusto covello,rua antônio augusto covello,1550060.0,-23.5745079,-46.6141322,POINT (-46.6141322 -23.5745079),355030834000094.0
Rua Dom Henrique,Jardim Luzitânia,São Paulo,360,3,2,2,4400000.0,,rua dom henrique,rua dom henrique,12310018.0,-23.2989102,-45.9370703,POINT (-45.9370703 -23.2989102),
Rua Epeira,Alto de Pinheiros,São Paulo,195,3,2,2,1950000.0,,rua epeira,rua epeira,5447020.0,-23.5491835,-46.6995322,POINT (-46.6995322 -23.5491835),355030802000004.0
Rua Carlos Vítor Cocozza,Vila Mariana,São Paulo,230,3,2,2,2370000.0,,rua carlos vítor cocozza,rua carlos vítor cocozza,4017090.0,-23.5876836,-46.6361335,POINT (-46.6361335 -23.5876836),355030890000014.0
Rua Pascoal Gomes de Lima,Tremembé,São Paulo,88,3,3,3,460000.0,,rua pascoal gomes de lima,rua pascoal gomes de lima,2357070.0,-23.4475832,-46.6137784,POINT (-46.6137784 -23.4475832),355030881000137.0
,Jardim Ester,São Paulo,120,3,1,2,380000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Parque Novo Mundo,São Paulo,460,6,6,12,2800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Paineiras do Morumbi,São Paulo,1010,4,8,8,6500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Doutor Plínio do Amaral,Vila Brasílio Machado,São Paulo,135,3,1,2,750000.0,,rua doutor plínio do amaral,rua doutor plínio do amaral,13900040.0,-22.7015066,-46.7688312,POINT (-46.7688312 -22.7015066),
,Jardim Guedala,São Paulo,505,4,4,4,3500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Londrina,São Paulo,273,4,5,4,1200000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Santa Bibiana,Vila Sônia,São Paulo,255,3,4,6,1100000.0,,rua santa bibiana,rua santa bibiana,5627030.0,-23.5959482,-46.7332888,POINT (-46.7332888 -23.5959482),355030894000041.0
"Rua José Guilherme Guimarães Pedroso, 0 ",Vila Campo Grande,São Paulo,225,3,4,8,590000.0,,rua josé guilherme guimarães pedroso,rua josé guilherme guimarães pedroso,4455400.0,-23.6845687,-46.6733107,POINT (-46.6733107 -23.6845687),355030816000033.0
Rua Maria Leonete da Silva Nóbrega,Vila Ida,São Paulo,239,3,4,4,2498000.0,,rua maria leonete da silva nóbrega,rua maria leonete da silva nóbrega,5454010.0,-23.5409834,-46.7092255,POINT (-46.7092255 -23.5409834),355030802000024.0
Rua Aurélia,Vila Romana,São Paulo,95,2,1,1,680000.0,,rua aurélia,rua aurélia,9551340.0,-23.6175617,-46.5566884,POINT (-46.5566884 -23.6175617),
,Vila Mafra,São Paulo,236,3,4,3,1490000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua dos Malmequeres,Cidade Jardim,São Paulo,447,4,4,2,3500000.0,,rua dos malmequeres,rua dos malmequeres,13050082.0,-22.9543231,-47.0938754,POINT (-47.0938754 -22.9543231),
Rua Hugo Cacuri,Instituto de Previdência,São Paulo,190,3,1,2,1300000.0,,rua hugo cacuri,rua hugo cacuri,5578030.0,-23.576795,-46.71292,POINT (-46.71292 -23.576795),355030812000043.0
,Jardim das Acácias,São Paulo,125,2,2,3,1350000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua José Maria Gonzales,Jardim Cidália,São Paulo,200,3,6,5,1200000.0,,rua josé maria gonzales,rua josé maria gonzales,4652180.0,-23.6594339,-46.6674985,POINT (-46.6674985 -23.6594339),355030822000186.0
,Interlagos,São Paulo,292,4,4,4,1100000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Jardim Taboão,São Paulo,271,4,5,3,945000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Primavera,Jardim Paulista,São Paulo,385,3,3,2,3200000.0,,rua primavera,rua primavera,13901320.0,-22.6955869,-46.767514,POINT (-46.767514 -22.6955869),
Rua Pereira Caldas,Jardim da Glória,São Paulo,223,3,1,2,850000.0,,rua pereira caldas,rua pereira caldas,1546100.0,-23.5795936,-46.6196036,POINT (-46.6196036 -23.5795936),355030890000163.0
"Rua Sampaio Vidal, 297 ",Jardim Paulistano,São Paulo,249,2,4,2,5800000.0,,rua sampaio vidal,rua sampaio vidal,13070090.0,-22.8853157,-47.0821077,POINT (-47.0821077 -22.8853157),
"Rua Corveta Camacua, 200 ",Vila Inah,São Paulo,365,4,5,6,1200000.0,,rua corveta camacua,rua corveta camacua,5619020.0,-23.5914704,-46.7241973,POINT (-46.7241973 -23.5914704),355030894000252.0
Rua Padre Agostinho Mendicute,Sumaré,São Paulo,135,2,2,1,980000.0,,rua padre agostinho mendicute,rua padre agostinho mendicute,1257090.0,-23.5435844,-46.6896719,POINT (-46.6896719 -23.5435844),355030860000083.0
,Jardim Paulista,São Paulo,303,3,5,4,3700000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Pau Brasil,Boaçava,São Paulo,505,4,4,6,3900000.0,,rua pau brasil,rua pau brasil,13466500.0,-22.7547342,-47.3310296,POINT (-47.3310296 -22.7547342),
,Cidade Jardim,São Paulo,807,5,8,5,7500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Alabastro,Aclimação,São Paulo,165,3,2,3,1000000.0,,rua alabastro,rua alabastro,14781038.0,-20.5361696,-48.5681304,POINT (-48.5681304 -20.5361696),
,Vila Cardoso Franco,São Paulo,85,3,2,1,180000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Heitor de Morais,Pacaembu,São Paulo,505,4,4,10,2100000.0,,rua heitor de morais,rua heitor de morais,1237000.0,-23.5442492,-46.6695559,POINT (-46.6695559 -23.5442492),355030860000211.0
,Jardim Panorama,São Paulo,355,4,4,3,2450000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Parnaíba Paoliello,Jardim Oriental,São Paulo,180,5,3,2,600000.0,,rua parnaíba paoliello,rua parnaíba paoliello,4349190.0,-23.6492374,-46.6515523,POINT (-46.6515523 -23.6492374),355030838000281.0
Alameda dos Guaiases,Indianópolis,São Paulo,650,4,5,6,1750000.0,,alameda dos guaiases,alameda dos guaiases,4079010.0,-23.610743,-46.6515314,POINT (-46.6515314 -23.610743),355030877000098.0
Rua Marcelino Champagnat,Jardim da Glória,São Paulo,242,4,4,3,1650000.0,,rua marcelino champagnat,rua marcelino champagnat,4114000.0,-23.580103,-46.6216064,POINT (-46.6216064 -23.580103),355030890000111.0
"Rua Sebastião Falconi, 168 ",Jardim Taboao,São Paulo,167,3,3,2,550000.0,,rua sebastião falconi,rua sebastião falconi,13033485.0,-22.9012944,-47.1012714,POINT (-47.1012714 -22.9012944),
,Jardim Marajoara,São Paulo,375,4,4,3,2300000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Babitonga,Brooklin Paulista,São Paulo,165,3,3,4,1820000.0,,rua babitonga,rua babitonga,4558060.0,-23.6024491,-46.6855348,POINT (-46.6855348 -23.6024491),355030835000031.0
Rua Manuel Pereira Guimarães,Granja Julieta,São Paulo,208,3,4,2,1600000.0,,rua manuel pereira guimarães,rua manuel pereira guimarães,4722030.0,-23.6420173,-46.7035933,POINT (-46.7035933 -23.6420173),355030871000015.0
,Jardim Guedala,São Paulo,711,5,9,10,5800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Guararapes,Brooklin Paulista,São Paulo,185,3,3,3,1500001.0,,rua guararapes,rua guararapes,16900109.0,-20.9017476,-51.3865993,POINT (-51.3865993 -20.9017476),
Rua Geórgia,Brooklin Paulista,São Paulo,165,3,4,4,1700000.0,,rua geórgia,rua geórgia,6726345.0,-23.6328583,-47.0552367,POINT (-47.0552367 -23.6328583),
Rua Otávio Alves Dundas,Vila Ivg,São Paulo,200,4,4,1,650000.0,,rua otávio alves dundas,rua otávio alves dundas,3249000.0,-23.6000665,-46.5345213,POINT (-46.5345213 -23.6000665),355030872000114.0
,Brooklin Paulista,São Paulo,300,5,7,6,2750000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Henrique Martins,Jardim Paulista,São Paulo,723,3,6,4,18000000.0,,rua henrique martins,rua henrique martins,9391200.0,-23.6506376,-46.4474191,POINT (-46.4474191 -23.6506376),
"Rua Visconde de Sabóia, 315 ",Vila Macedópolis,São Paulo,90,3,3,4,579000.0,,rua visconde de sabóia,rua visconde de sabóia,3237070.0,-23.594274,-46.5511299,POINT (-46.5511299 -23.594274),355030872000032.0
,Granja Julieta,São Paulo,907,6,1,4,2800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Alto da Lapa,São Paulo,300,3,1,4,1100000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Morumbi,São Paulo,700,4,2,6,5500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Vila Mariana,São Paulo,347,4,4,4,2700000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
,Alto de Pinheiros,São Paulo,453,3,4,4,4800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua José de Freitas Guimarães,Pacaembu,São Paulo,709,4,6,10,9600000.0,,rua josé de freitas guimarães,rua josé de freitas guimarães,1237010.0,-23.5435473,-46.671005,POINT (-46.671005 -23.5435473),355030860000052.0
,Vila Andrade,São Paulo,172,4,5,3,1000000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
"Rua Francisco Pais, 316 ",Jardim Ipanema (Zona Sul),São Paulo,350,2,1,2,690000.0,,rua francisco pais,rua francisco pais,4784080.0,-23.6884865,-46.7127452,POINT (-46.7127452 -23.6884865),355030879000024.0
,Brooklin Paulista,São Paulo,248,3,5,6,2500000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
Rua Ipiranga,Jardim Aeroporto,São Paulo,125,2,2,2,585000.0,,rua ipiranga,rua ipiranga,13465360.0,-22.7372896,-47.3341178,POINT (-47.3341178 -22.7372896),
Rua Alasca,Jardim América,São Paulo,650,5,6,8,17500000.0,,rua alasca,rua alasca,9351320.0,-23.6872128,-46.4422133,POINT (-46.4422133 -23.6872128),
Avenida Aratãs,Indianópolis,São Paulo,140,2,3,4,1700000.0,,avenida aratãs,avenida aratãs,4081000.0,-23.6133603,-46.6580085,POINT (-46.6580085 -23.6133603),355030832000123.0
Rua Ribeiro do Vale,Brooklin Paulista,São Paulo,315,4,2,7,2000000.0,,rua ribeiro do vale,rua ribeiro do vale,4568000.0,-23.6123691,-46.6875611,POINT (-46.6875611 -23.6123691),355030835000069.0
,Jardim Paulista,São Paulo,400,3,6,2,3800000.0,,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),
